city,ds,yhat
Chennai,2019-10-03,69.44514149618817
Chennai,2019-10-04,69.62452274938664
Chennai,2019-10-05,69.88925783568924
Chennai,2019-10-07,69.30077841126452
Chennai,2019-10-08,69.38837218820395
Chennai,2019-10-09,69.32981780808328
Chennai,2019-10-10,69.03476811247238
Chennai,2019-10-11,69.17790599592419
Chennai,2019-10-12,69.4096607276176
Chennai,2019-10-13,69.41265629290756
Chennai,2019-10-14,68.76689731238295
Chennai,2019-10-15,68.83391646247496
Chennai,2019-10-16,68.75949104545175
Chennai,2019-10-17,68.45338926679518
Chennai,2019-10-18,68.59030413747963
Chennai,2019-10-19,68.8205714007346
Chennai,2019-10-20,68.82662245131371
Chennai,2019-10-21,68.1881776414512
Chennai,2019-10-22,68.2664036480239
Chennai,2019-10-23,68.20664222111694
Chennai,2019-10-24,67.91817047648046
Chennai,2019-10-25,68.07515019862024
Chennai,2019-10-26,68.32736206213036
Chennai,2019-10-27,68.35667522166067
Chennai,2019-10-28,67.74225713768544
Chennai,2019-10-29,67.84474679277326
Chennai,2019-10-30,67.80899812236751
Chennai,2019-10-31,67.54385336560496
Chennai,2019-11-01,67.72310339975694
Chennai,2019-11-02,67.99623062923908
Chennai,2019-11-03,68.04488462024668
Chennai,2019-11-04,67.44809517448081
Chennai,2019-11-05,67.56644591425795
Chennai,2019-11-06,67.54481521469937
Chennai,2019-11-07,67.29214429419186
Chennai,2019-11-08,67.48238972313199
Chennai,2019-11-09,67.7652562031559
Chennai,2019-11-10,67.82266016520173
Chennai,2019-11-11,67.2339293020308
Chennai,2019-11-12,67.35996158119198
Chennai,2019-11-13,67.34595108432421
Chennai,2019-11-14,67.10114101439805
Chennai,2019-11-15,67.29976166443069
Chennai,2019-11-16,67.59174971929797
Chennai,2019-11-17,67.65919992719827
Chennai,2019-11-18,67.08188616788141
Chennai,2019-11-19,67.22041848989969
Chennai,2019-11-20,67.21995847168297
Chennai,2019-11-21,66.98963876086934
Chennai,2019-11-22,67.20350206203126
Chennai,2019-11-24,67.59457430966864
Chennai,2019-11-25,67.03261125945993
Chennai,2019-11-26,67.18585041422122
Chennai,2019-11-27,67.19899757104947
Chennai,2019-11-28,66.9807164591495
Chennai,2019-11-29,67.20458512350399
Chennai,2019-11-30,67.51983732947593
Chennai,2019-12-01,67.60783935619773
Chennai,2019-12-02,67.04730695010001
Chennai,2019-12-03,67.19848548494338
Chennai,2019-12-04,67.20590003253919
Chennai,2019-12-05,66.97813492027085
Chennai,2019-12-06,67.18879970208681
Chennai,2019-12-07,67.48727697237209
Chennai,2019-12-08,67.55520207073745
Chennai,2019-12-09,66.97167923033504
Chennai,2019-12-10,67.09745710715431
Chennai,2019-12-11,67.07767040130163
Chennai,2019-12-12,66.82160727113164
Chennai,2019-12-13,67.00365970839307
Chennai,2019-12-14,67.27405265729044
Chennai,2019-12-15,67.31530238276959
Chennai,2019-12-16,66.70740919014483
Chennai,2019-12-17,66.8120080609258
Chennai,2019-12-18,66.77508460403297
Chennai,2019-12-19,66.50671675313079
Chennai,2019-12-20,66.68200012906107
Chennai,2019-12-21,66.9517536003594
Chennai,2019-12-22,66.99895627440574
Chennai,2019-12-23,66.40392170396846
Chennai,2019-12-24,66.52843349122348
Chennai,2019-12-25,66.51845022079783
Chennai,2019-12-26,66.28384058305699
Chennai,2019-12-27,66.49930692062617
Chennai,2019-12-28,66.81509391727975
Chennai,2019-12-29,66.91343371224193
Chennai,2019-12-30,66.37373313533061
Chennai,2019-12-31,66.55672701573911
Chennai,2020-01-01,66.60720513071193
Chennai,2020-01-02,66.43377316174676
Chennai,2020-01-03,66.70980528110032
Chennai,2020-01-04,67.08418437601163
Chennai,2020-01-05,67.23787132197586
Chennai,2020-01-06,66.74885352620777
Chennai,2020-01-07,66.97660503055567
Chennai,2020-01-08,67.06475559434283
Chennai,2020-01-09,66.92088283918906
Chennai,2020-01-10,67.21749328811093
Chennai,2020-01-11,67.6027874988113
Chennai,2020-01-12,67.75715905454028
Chennai,2020-01-13,67.25843162997253
Chennai,2020-01-14,67.4660566898951
Chennai,2020-01-15,67.52387811481721
Chennai,2020-01-16,67.33992300854388
Chennai,2020-01-17,67.58737539045379
Chennai,2020-01-18,67.91532808022248
Chennai,2020-01-19,68.0052628059874
Chennai,2020-01-20,67.43626317518952
Chennai,2020-01-21,67.56918363231516
Chennai,2020-01-22,67.54938139465672
Chennai,2020-01-23,67.28647143128839
Chennai,2020-01-24,67.45526209030888
Chennai,2020-01-25,67.70646765310542
Chennai,2020-01-26,67.72314886053124
Chennai,2020-01-27,67.08588708002718
Chennai,2020-01-28,67.15691625584114
Chennai,2020-01-29,67.08282061186308
Chennai,2020-01-30,66.77425908447233
Chennai,2020-01-31,66.90687491124376
Chennai,2020-02-01,67.13198736086166
Chennai,2020-02-02,67.13301722170502
Chennai,2020-02-03,66.49065214044151
Chennai,2020-02-04,66.56697621234721
Chennai,2020-02-05,66.50913593007489
Chennai,2020-02-06,66.22618314322091
Chennai,2020-02-07,66.39289367779405
Chennai,2020-02-08,66.65951769693659
Chennai,2020-02-09,66.70823308135085
Chennai,2020-02-10,66.11834315285931
Chennai,2020-02-11,66.25044230107993
Chennai,2020-02-12,66.24915663061917
Chennai,2020-02-13,66.02291950553081
Chennai,2020-02-14,66.24493909649493
Chennai,2020-02-15,66.56395341049551
Chennai,2020-02-16,66.6607227694279
Chennai,2020-02-17,66.11326407654592
Chennai,2020-02-18,66.28104946522663
Chennai,2020-02-19,66.30777557522804
Chennai,2020-02-20,66.10116257784374
Chennai,2020-02-21,66.33393943748929
Chennai,2020-02-22,66.6546104257447
Chennai,2020-02-23,66.74395255747615
Chennai,2020-02-24,66.1802481658839
Chennai,2020-02-25,66.32347526732612
Chennai,2020-02-26,66.31806219405537
Chennai,2020-02-27,66.07266601972886
Chennai,2020-02-28,66.26113182803479
Chennai,2020-02-29,66.5332285474564
Chennai,2020-03-01,66.57111185356476
Chennai,2020-03-02,65.95451928977504
Chennai,2020-03-03,66.04492126830806
Chennai,2020-03-04,65.98823548971694
Chennai,2020-03-05,65.69456538668943
Chennai,2020-03-06,65.83912071453814
Chennai,2020-03-07,66.08166391372087
Chennai,2020-03-08,66.09669937417058
Chennai,2020-03-09,65.46488030945999
Chennai,2020-03-10,65.5483889834515
Chennai,2020-03-11,65.49363279355273
Chennai,2020-03-12,65.21097042140362
Chennai,2020-03-13,65.37562648182497
Chennai,2020-03-14,65.63839156311084
Chennai,2020-03-15,65.68205908861754
Chennai,2020-03-16,65.08660481317409
Chennai,2020-03-17,65.2133329955726
Chennai,2020-03-18,65.20759687257784
Chennai,2020-03-19,64.9785538333635
Chennai,2020-03-20,65.20011292281556
Chennai,2020-03-21,65.52167066427054
Chennai,2020-03-22,65.62458565391604
Chennai,2020-03-23,65.08739671447398
Chennai,2020-03-24,65.27000760321957
Chennai,2020-03-25,65.31644486205562
Chennai,2020-03-26,65.13464820728436
Chennai,2020-03-27,65.39745014986356
Chennai,2020-03-28,65.75333998770154
Chennai,2020-03-29,65.88296188462368
Chennai,2020-03-30,65.36435121666545
Chennai,2020-03-31,65.5571317203277
Chennai,2020-04-01,65.60527972820945
Chennai,2020-04-02,65.41691475272171
Chennai,2020-04-03,65.66527313978932
Chennai,2020-04-04,66.01015500802156
Chennai,2020-04-05,66.12232016143862
Chennai,2020-04-06,65.58078642897074
Chennai,2020-04-07,65.74630483835517
Chennai,2020-04-08,65.76409304866574
Chennai,2020-04-09,65.54359227533676
Chennai,2020-04-10,65.75940534981858
Chennai,2020-04-11,66.0620122178826
Chennai,2020-04-12,66.13421393163581
Chennai,2020-04-13,65.55631079667566
Chennai,2020-04-14,65.69023878899819
Chennai,2020-04-15,65.68227216251549
Chennai,2020-04-16,65.44275315430824
Chennai,2020-04-17,65.64700712203818
Chennai,2020-04-18,65.94603998778872
Chennai,2020-04-19,66.02296947732452
Chennai,2020-04-20,65.45819610343952
Chennai,2020-04-21,65.61353814236915
Chennai,2020-04-22,65.63493850358105
